,text,favourite_count,retweet_count,created_at
567,Aşı sırası gelmiş bize de. Biontech olalım bari.,3,0,2021-07-09 20:31:11
568,"#Sinovac #hevesbırakmadınız #Pfizer #Biontech #COVID19 #ogrencilerimizdenekdegil #Armut @armutcom da taleplere , teklif vermek için servet ödüyorsunuz ara . com . tr de ise 500 liralık paket seçimine 300 TL ödüyorsunuz. Bu yoklukta , krizde mantıklı  değerlendirilmeli https://t.co/hsRCiXVkhw",0,0,2021-07-09 20:30:55
569,"Bu akşam 2. Doz Biontech aşımı oldum. İlk 10 dk. İçerisinde hafif tansiyon düşüklüğü gibi bir his oldu çok kısa süre. Sonrasında hiç yan etki yok, kol ağrısı bile. Acaba iğneyi batırıp çıkarmış olabilir mi hemşire? 😂",0,0,2021-07-09 20:30:53
570,BioNTech çipimi enjekte etmeleri için yarın hastaneye gidiyorum.🥳,1,0,2021-07-09 20:30:38
571,"KADININ ADI YOK....dedikleri işte tam da bu..
""... Aşılamada da kademe sistemi de ayrıca getiriyoruz. BionTech’ten gelen bir miktar aşı var, Sinovac’tan bir miktar aşı geldi, geliyor. En yakın zamanda Uğur Bey ve eşi onlar da misafirimiz olacaklar."" R.T.Erdoğan 9.07.2021.",57,2,2021-07-09 20:30:31
572,"Norveçli kadınlar, Biontech/Pfizer Kovid-19 aşısı olduktan sonra yaşadıkları sıra dışı 'yan etkileri' sosyal medyada anlattı. Birçok kadın sosyal medya hesapları üzerinden, aşı olduktan sonra gögüslerinde büyüme gözlemlediğini belirtti.
https://t.co/nozGO5FKPm",0,0,2021-07-09 20:30:07
573,"@drtugbanaz Hocam bugün 2.doz Biontech oldum. Yanaklarım pembe oldu, bir huzur ve bir mutluluk geldi. Herkese tavsiye ederim.",2,0,2021-07-09 20:30:05
574,Biontech ilk çıktığında heryerde haberlerde Uğur Şahin ve eşinin bulduğu aşı diye haber yapıldı. Sadece Erdoğan değil herkes aynı şekilde biliyordu.,0,0,2021-07-09 20:30:01
575,"@yusuffuA1905 @BirDeliDumrul @KoronaReport Sonra? Biontech olmayan giremez dedikleri gün onuda olacaksın,",1,0,2021-07-09 20:29:58
576,BioNTech pfizer aşısı oldum ama içim hiç rahat değil 😰,8,0,2021-07-09 20:29:52
577,"#Sinovac #hevesbırakmadınız #Pfizer #Biontech #COVID19 #ogrencilerimizdenekdegil #Armut @armutcom da taleplere , teklif vermek için servet ödüyorsunuz https://t.co/bJJCKyR0CV de ise 500 liralık paket seçimine 300 TL ödüyorsunuz. Bu yoklukta , krizde mantıklı değerlendirilmeli",0,0,2021-07-09 20:29:38
578,"@bengibaser Bengi hanım merhaba, Biontech in yapılabildiği en küçük yaş kaçtır ?",0,0,2021-07-09 20:29:06
579,"Hani biontech delta'nın şifasıydı? Kandırıldık mı, kandırıldınız mı? @DeryaTR_ https://t.co/vfzESdlJ2f",4,0,2021-07-09 20:28:09
580,Yaşamımın en şiddetli baş ağrısını yaşıyorum biontech yaktın bizi,2,0,2021-07-09 20:28:08
581,Ne sinovac ne biontech ben bir tech sana vuruldum :D,11,0,2021-07-09 20:27:56
582,"Öyleyse madem bizde ""Biontech aşısını bulan #ÖzlemTüreci ve eşi Türkiyeye gelecekmiş"" diyelim Konu kapansın 😉",19,0,2021-07-09 20:27:46
583,Sinovac’a randevu aldım 1 hafta önce de aşımı oldum öylesine bir bakayım dedim ve Biontech yapılmış buradan tüm sistemin amına koyayım diyeceğim ama bir işe yaramaz diye korkuyorum soyum kurursa sizi sikerim de diyemiyorum o da bir işe yaramaz diye korkuyorum laaaaneddoolsun🤦🏻‍♂️ https://t.co/OtC1U0YZEA,0,0,2021-07-09 20:27:07
584,"@TGonlubol @drfahrettinkoca mrna dizisinin sonuna delta mutasyonu dizilerini yerleştirdiler ama virüsün tüm kısımları delta olmuyor yanlızca tek veya birkaç adet spike proteini delta olabilir 

türkçesi 
ilk biontech aşısı da işe yarar , bunu tamamlayıcı olarak düşün",2,0,2021-07-09 20:27:03
585,"@drcetiner Haber Global Azeri is adamlarının kurduğu bir kanal. Muhtemelen Biontech bunlara da fon aktarmıştır. Çünkü Koronavirus süreyle ilgili manipülatif bir çok haber yaptı/yapmaya devam ediyor.
""At sahibine göre kişner."" https://t.co/VBTw9hhYM1",6,5,2021-07-09 20:26:53
586,@KoronaReport Sizce sinovach  aşısı mı olmalıyız  biontech mi?,0,0,2021-07-09 20:26:29
587,@cuberubiks Maskeyi haytımızdan çıkarabilir miyiz 2 Sinovac + 1 Biontech?,0,0,2021-07-09 20:26:08
588,"Aşı randevusu alırken babama hangisini seçiyim diyorum "" Biontech seç ya hepimiz sinovac olduk bide onu deneyelim ""  diyor. PAVLOV  işine bak karşiiiim ..",8,0,2021-07-09 20:26:06
589,ası olabiliomusuz artık biontech vurulup 1 hafta ağrı sızı yatsam dersaneyi asarım die düşünom nası fikir?,3,0,2021-07-09 20:25:59
590,"@rewthealpha @ayhayraca @KoronaReport Shiro, israil yuzde yuz aşılamaya (biontech) ulaştı ve gayet iyi önlemler aldı. fakat yine tekrar kısıtlamalar başladı ve muhtemelen sıra bu aşıda :) osuruktan teyyare misali. pandemi sadece televizyonlarda var",2,0,2021-07-09 20:25:54
591,@okanulker @ErsinErtrk8 @drfahrettinkoca Ben 2.doz biontech oldum Herhangi bir değişiklik yok,0,0,2021-07-09 20:25:14
592,@makkaya_77 @bengibaser ABD de Pfizer-BioNTech asisi 12 yas ve uzeri icin onaylandi...  su an 12 yas ve uzeri cocuklar asilaniyor... 6 ay 11 yas grubunda klinik calismalar suruyor... bu yil sonuna kadar onunda onaylanmasi bekleniyor...,3,1,2021-07-09 20:24:06
593,Oturdum 2. doz Biontech aşısının yan etki yapmasını bekliyorum ama yok… aşıdan 5 saat sonra ateş bastı ama meğer okul çok sıcakmış eve dönünce o da kalmadı. Bağışıklık sistemim sessiz modda çalışıyor sanırım…,6,0,2021-07-09 20:24:02
594,@TrkUmc @mhendis19176498 @rcskng @_ZeNNo_ @gulmezs Biontech’çiyiz kanka 😂 sakalım yok ki sözüm dinlensin 😏,0,0,2021-07-09 20:23:56
595,"@OpDrBilgehan herhangibir aşı merkezinden rastgele biontech aşısı olsunlar... burası alamanya değil, burda serbest...",6,1,2021-07-09 20:23:23
596,@DrGunerSonmez Hocam cok konu disi ama. 2. Doz biontech asimi da oldum. Sizce delta varyantindan ne kadar korkmaliyim. Israildeki arastirmalar biraz canimi sIkti da,1,0,2021-07-09 20:22:54
597,@izmirli35GS @aysunkuuur Kardeş Zaten annem en son Mart ayında oldu ikinci sinovac aşısını aradan daha 4 ay geçti ve onun üzerine Biontech çok ağır olur diye düşünüyorum . Bence de sen de iyi yapıyorsun,1,0,2021-07-09 20:22:42
598,BionTech aşısını bulan Bilim İnsanı Dr. Özlem Türeci diyeceksiniz.,18,0,2021-07-09 20:22:38
599,"@DeryaTR_ Hocam ilk doz biontech oldum, ilk gün kol ağrısı hariç şikayetim yoktu. Bugün 10. günüm, ishal ve ateş şikayetim var. Aşıdan olabilir mi bu kadar uzun zaman sonra?",0,0,2021-07-09 20:22:22
600,'Covid-19 geçirenlere tek doz Biontech aşısı yetiyor' https://t.co/QT9unOEFuN,0,0,2021-07-09 20:21:20
601,"#ÖgrencilerimizDenekDeğil
Biontech en güvenilir aşıymış 🤣🤣🤣 bayılıyorum bu milletin enayiligine https://t.co/ZoCoTxTzL2",0,1,2021-07-09 20:21:16
602,"mRNA aşısının koduna ne sürede karar veriliyor biliyor musunuz? 

Saatler içerisinde. 

Genetik koda bakan Uğur Şahin, 25 Ocak’ta,10 saatte dizayn etmiş aşıyı. 

Varyantlara da aynı hızda modifiye aşı yapılabilir. 

Acaba bunlara da faz 1/2/3 gerekli mi?

https://t.co/uKjcCUCyeG",22,1,2021-07-09 20:21:11
603,Darısı biontech' in başına 🙊 https://t.co/HNluZEA6Fz,7,0,2021-07-09 20:21:09
604,"#Sinovac var biontech var
PATRON ÇILDIRDI https://t.co/RK11rPYuat",0,0,2021-07-09 20:20:41
605,biontech meme büyütüyormuş işte işte sıçtım,12,0,2021-07-09 20:20:29
606,@Bi_Beyzaa @dw_turkce Özlem Türeci Türkiye' ye Uğur Şahin' in eşi sıfatıyla gelmiyor dünyada covit-19'a karşı geliştirilen ilk ası olan bioNtech'in kurucusu bir bilim insanı sıfatıyla geliyor. Eğer onu bu şekilde çağrıyorsan böyle bahsetmelisin.,71,1,2021-07-09 20:20:14
607,"Teşekkür ederiz.
Dr. Özlem Türeci ve eşi Dr. Uğur Şahin #Biontech",14,0,2021-07-09 20:19:53
608,"Herkes herşeye hazırlıklı olsun psikolojinizi yüksek tutun  aşı kaynaklı toplu ölümler başlayacak Sonbahar da dönüşü çok yıkıcı olacak koronavirüs Bilim Kurulu Üyesi Prof. Dr Gülay Korukluoğlu,ağustos ayında vakaların yüzde 80'inin delta varyantı olacağını belirtti.
#Biontech https://t.co/9IN5aQU5YW",34,11,2021-07-09 20:19:48
609,@ayhayraca @KoronaReport sadece ülke olarak değil küresel şekilde aşılanmak lazım bu da kişisel olarak başlar. ayrıca dediğin ülkeyi araştırdım. kullandıkları aşıların hiç biri biontech kadar etkili değil ve aşı olanların hiç biri ağır bile geçirmemiş dolayısıyla mutasyon ihtimali çok düşük.,0,0,2021-07-09 20:19:44
610,"Aşı seçimi konusunda net cevap: 
➡️3. Doz Biontech tercih ettim . Tüm yakınlarım ve arkadaşlarım Biontech oldu.
➡️Türkiye’de olmayan , Moderna J&amp;J ve Astra Zeneca aşılarına ulaşabilseydik , Yine Biontech veya Moderna’yı tercih ederdim .
➡️Çünkü başarılılar. Verileri yeterli .",0,0,2021-07-09 20:19:37
611,@Burcu_brc190589 @KoronaReport Biontech oluyosan 2. Dozdan 14 gün sonra rahatsın ama kalabalık ortamlarda bir süre daha maske tak çünkü henüz ülkemizde 2. Doz aşılama az tatmin edici oranda değil biraz daha sabretmek gerek,1,0,2021-07-09 20:19:02
612,Biontech aşısına bizzat ben kefilim diyorum size,12,0,2021-07-09 20:18:39
613,@ssozen42 @aysunkuuur Ben de kendim için 2.doza biontech randevusu aldım. Büyük ihtimalle anneme 3.dozu sinovac alacam.,2,0,2021-07-09 20:18:30
614,@AhmetBeyefendi Bir “booster shot” nasip olur bize de insallah yeni nesil Biontech ile:)),1,0,2021-07-09 20:18:25
615,"Gidip biontech aşısı da olduk bir şey olmadı...
#Ek40BininİçiYanıyor",2,3,2021-07-09 20:18:20
616,Biontech mi vurduyoruz https://t.co/kQfkZAFdca,8,0,2021-07-09 20:17:31
617,Aşı konusunda kafam çok karışık #Biontech #Sinovac,5,0,2021-07-09 20:17:30
618,"Küçük memeli kızlara sesleniyorum, lutfen Biontech yaptırmayın 🥺🥺 https://t.co/ugCT7wgL0m",0,0,2021-07-09 20:17:19
619,Darısı biontech'in başına.,0,0,2021-07-09 20:17:18
620,"Bakanlıktan son dakika aşılama açıklaması!
Aşılanma yaşı 16'ya indi!
https://t.co/7Eh0etJBfZ 
#Biontech #sinovac #TURKOVAC https://t.co/oZ4UYNmZ9Z",0,0,2021-07-09 20:17:01
621,"@drfahrettinkoca Harbi otomatiğe bağladın sn Bakan.
Az ara ver daa..
Bu nedir bu 👇👇
Biontech ile ilgili? https://t.co/cZaF4ibZUC",44,6,2021-07-09 20:16:58
622,az önce biontech aşısı vurulan norveçlilerin memelerinin büyüdüğünü öğrendim,5,0,2021-07-09 20:16:45
623,@DrGunerSonmez Biontech kanser ilacı faz çalışmaları ve süreçlerini,0,0,2021-07-09 20:16:36
624,"BioNTech şirketinin kurucu ortağı, bilim insanı Dr. Özlem Türeci",1,0,2021-07-09 20:16:35
625,Artık daha güvende hissediyorum;coronadan korkmuyorum çünkü çift doz Biontech aşımı oldum.Teşekkürler Özlem Türeci ve eşi. https://t.co/Ki6HOGS1Ss,3,0,2021-07-09 20:16:32
626,Hiçbir şey istemiyorum. Biontech ile birlikte birazcık huzur dışında (!),0,0,2021-07-09 20:15:38
627,"Pfizer-Biontech, Delta için mevcut aşı üzerinden yeni bir aşı geliştiriyormuş. Gelecek ay testleri başlayacakmış. Anlamını bana sormayın, uzmanı bilir...",147,10,2021-07-09 20:15:28
628,@DeryaTR_ Covid gelirmiştim salı ilk doz biontech oldum Ben de kol altı lenf bezi şişmesi oldu dediğiniz gibi nadir olan her durumun beni bulmasına şaşırdım mı hayır 😂,0,0,2021-07-09 20:15:07
629,"@AhmetBeyefendi ya abi biontechi buldun mu yapıştır işte türkiye gibi bir ülkenin biontech aşısı olması bile mucize uğur şahin ve ""eşi"" özlem türeci olmasa onlarda gelmeyecekti.",12,0,2021-07-09 20:15:01
630,"Özlem Türeci, 
📌Akademisyen ve bilim insanı
📌BioNTech adlı biyoteknoloji firmasının kurucularından ve baş tıbbi sorumlusu
📌Eşi: Uğur Şahin (e. 2002)‼️
📌Anne
#OzlemTureci
Tweet bitti..STOP ⛔",8,1,2021-07-09 20:15:00
631,"2.doz biontech oldum kilo aldım sanırım, bira göbeği gibi bir şeyle bakışıyorum.",4,0,2021-07-09 20:14:31
632,"Sinovac korumuyor biontech koruyor denip 3.doz yapıldı.
O da mı korumuyormuş? Şu haber sinovac için olsaydı yıkılırdı ortalık. https://t.co/R0K5TBJ07I",1,0,2021-07-09 20:14:14
633,"@cetiner_hidayet @alibabacan Ve kendisi Uğur Şahin gibi Prof. Dr. 
Biontech firmasının %50 ortağı..
İlaveten aşının 2 mucidinden biri.. Belki de ilki..",0,0,2021-07-09 20:14:09
634,@uwufasulyesi sinovac olanlara tekrar biontech yapıolar işe yaramıyo diue,3,0,2021-07-09 20:13:54
635,@1Yed_iBeyza @drfahrettinkoca Sinovac olun. O inactive aşı. Yani ölü virüs. Biontech olmak zorunda değilsinizki. Kesin yakınlarınızdan covid olan yok. Siz de dikkat edin kendinize böyle savunmasız. Allah korusun.,0,0,2021-07-09 20:13:50
636,"@kadimturk1923 Doğru olsun mRNA teknolojisi önce kanser hücrelerini hedeflemek için geliştirilmeye çalışıldı... Hatta BioNTech'in mRNA çalışmaları hepsi kanser üzerine idi.. Ancak, geçen 20 yılda elle tutulur bir gelişme olmadı... Covid-19'la odaklarını aşıya kaydırdılar...",1,0,2021-07-09 20:13:49
637,Bünyedeki sinovac antikorları yerlerini 3.dozda gelen biontech antikorlarına bırakıyor. #Sinovac https://t.co/3LqQwaVG3Q,11,3,2021-07-09 20:13:48
638,biontech aşısı sonrası göğüslerde büyüme gözlendiği doğru mu??,9,0,2021-07-09 20:13:46
639,"@KoronaReport Aşı (biontech) zaten abd 'nin elindedir, kim kimden izin istiyor.",0,0,2021-07-09 20:13:44
640,"Annem ilk doz aşı olacağı zaman kırk kere düşünüp, çeşitli doktorları  dinelyip kendi doktorundan tavsiye alıp aşı olmuştu 3.doz açılır açılmaz hemen biontech e randevu aldı. Bu süreçte aşı olun diyen, nedir ne degildir anlatan tüm  bilim insanlarına teşekkürler.1 kişi değişir...",2,0,2021-07-09 20:13:39
641,Biontech aşısımı oldum covid mi geçirdim belli değil 😱🙈,4,0,2021-07-09 20:13:15
642,"@webtekno Biontech, ne eylerse, güzel eyler, diyecekler neredeyse!",6,1,2021-07-09 20:12:42
643,"maskesiz bakan, yanındakiler maskesiz.,,, 

selfi çekme talebi gelince, maskeli selfi çekiyor :)

pandemi oyunu süper.

sinovac sinovac biontech https://t.co/coILyCk7gJ",34,12,2021-07-09 20:12:09
644,Şubat ayında aşı çıktığında şimdi oldum oldum olmadım yerli ve milli aşı dayarlar diye sinovac oldum. Ben ne bileyim sonra biontech geleceğini,5,0,2021-07-09 20:11:51
645,"@KaybitKayseri @drfahrettinkoca Biontech oldu diyelim birisi, sakat kaldı, çalışamaz hale geldi veya öldü.
Hukuki bir sorumlusu var mı?",9,1,2021-07-09 20:11:49
646,@ozlemyildiz1881 Moderna’da Biontech’in uc kati kadar mRNA var. O yüzden mantıklı,0,0,2021-07-09 20:11:48
647,@izmirli35GS @aysunkuuur Ben yarın inşallah Biontech ikinci doz yaptırıyorum ama anneme sinovac düşünüyorum 70 yaşında,1,0,2021-07-09 20:11:47
648,@gazetesozcu @fisekahrar Biontech olsunlar diye olabilir.,0,0,2021-07-09 20:11:23
649,"Gündüz 1. Doz Biontech oldum. Daha erken uyku çöktü. Gece uyumaya geçerken kol ağrısı vardı, sabah kalmadı. Olağan hayatıma geri döndüm. Teşekkürler Özlem Türeci ve eşi. https://t.co/THlEzW8LqA",3,0,2021-07-09 20:11:21
650,Özlem Türeci ve Eşi Türkiye'ye geldiklerinde Sn.basın mensupları kendilerinin ne zaman aşı olucağını toplumun acaba neden illa biontech'e yönlendirildiğini bi sorarlar mı?Ha bir de faz3 çalışmasının olmadan kullanılmasıni da tabi,2,0,2021-07-09 20:11:14
651,@defizbul Bende biontech oludum aşıyı ama faydasını görmedim sizin gibi daha iki gün önce 7 bira üzerine 4 kadeh de bira ile karıştırılmış Chivas banamısın demedi,1,0,2021-07-09 20:11:10
652,"@evindogu @trgt_ali @cahil_savarr @aidanergiz Tek taraflı araştırma olunca araştırma yayınlandı diyorsun , hiç bu tezlerininin antitezine baktın mı? Ayrıca Allah Aşkına biontech güvenilir mi? 😅😅 şuanda biontech kullananlar bir bir gidiyor öte tarafa",3,0,2021-07-09 20:11:04
653,@DouglasKeshing4 İşin kötü tarafı biontech de o kağıdı imzalamamak için sinovac olmak istedim hale bak😂,0,0,2021-07-09 20:10:39
654,@tunahanozenn Yakinda biontech de kaldırılır 😂,0,0,2021-07-09 20:10:33
655,"@DrErkurt Hocam iyi akşamlar kusura bakmayın rahatsız ediyorum ama,ben Kasım ayında covit geçirdim sinovac aşısı oldum yarın da biontech aşısı olmayı düşünüyorum sizce 3.doz aşıya gerek var mı acaba",1,0,2021-07-09 20:10:12
656,"Hanımefendi iyi akşamlar, aşılarınız biontech sanırım https://t.co/bHRPgupByg",34,0,2021-07-09 20:10:00
657,"@alibabacan Ha ha ha ha ha
Yerli milli aşınızın yanında biontech neki. 😂",0,0,2021-07-09 20:09:41
658,"@DeryaTR_ Hocam Eskiden anju olan ayrica tansiyon ilaci kullanan annem iki sinovactan sonra, bir biontech olabilir mi yas 56 kadin.",0,0,2021-07-09 20:09:13
659,"@evindogu @SeymenC59358179 @trgt_ali @aidanergiz Bilgisizliğinle burada bilgi kirliliği yapma , TV da her gördüğün her sakalliyi da baban sanma. Biontech en tehlikelisidir bu arada.",0,0,2021-07-09 20:09:06
660,"@bengibaser Bengi hanım geç yaştakiler için biontech kalp kası iltihabı yapıyor bilgisi paylaşılmıştı, sinovac için ise yüksek koruyuculuk makalesi yayınlanmıştı bir hekim olarak gençler için siz hangi aşıyı önerirsiniz? Bilgi verebilirseniz çok sevinirim.",2,0,2021-07-09 20:08:12
661,Biontech zımbırtısına toz alerjisi gibi reaksiyon gösteren tek benim galiba,0,0,2021-07-09 20:07:58
662,@DeryaTR_ Hocam biontech aşısı sonrası 24-25 saat sonra diklofenak potasyum aldıysak aşıyı olumsuz etkilemiş midir,0,0,2021-07-09 20:07:47
663,"@SeymenC59358179 @trgt_ali @cahil_savarr @aidanergiz Sinovac'ı kastediyorsanız bu aşıyı kim, niye almış, ne anlaşma yapmış ona bakmalı önce. Kaldı ki bu aşının araştırması da yayınlandı. Biontech ise şu anda en güvenilir aşı.",0,0,2021-07-09 20:07:16
664,@bpthaber Biontech için oran nedir,0,0,2021-07-09 20:06:55
665,"Özlem Türeci; Bilim insanı, akademisyen, BıoNTech adlı biyoteknoloji firmasının kurucularından ve baş tıbbi sorumlusu. Meslektaşı ve eşi Uğur Şahin... https://t.co/Qm5cyUnn7M",16,1,2021-07-09 20:06:34
666,@sevengulmurat Murat bey sinovac durdurulmus. Sanirim biontech olacaksiniz.,0,0,2021-07-09 20:06:18
667,silah zoruyla manitaya biontech basmaca günde 2 doz https://t.co/u1bkJ1p2ju,1,0,2021-07-09 20:05:47
668,@yusuffuA1905 @KoronaReport Pfizer ve biontech o zmaan delta plus icin neddn daha güçlü bi aşı icin çalışmaya başlamış olablir?,0,0,2021-07-09 20:05:32
669,@lkonsantrasyon @bpthaber Hayır Biontech çok yan etkisi var sinovac 6 ay sonra etkisini gösteriyor,0,0,2021-07-09 20:05:31
670,İki #doz #BioNTech #aşı sının etkinlik oranı açıklandı https://t.co/DA2ndocevT,0,0,2021-07-09 20:05:26
671,"@antihistamink 2 Sinovac + 1 hafta -10 gün oldu Biontech olalı , maske olayını kapatmam gerekir mi sizce ?",2,0,2021-07-09 20:05:05
672,@NevaCiftcioglu Hocam biontech kendi sitesinde 2 yıl daha verileri toplayacağız yazıyor https://t.co/QkhrCZWklf,4,1,2021-07-09 20:04:55
673,@shaibackxd @lkonsantrasyon @bpthaber Biontech olun mümkünse,1,0,2021-07-09 20:04:40
674,@bnsndtutklukald Ben biontech oldum kıçım falan büyümez inşallak jckxjxmdk,1,0,2021-07-09 20:04:37
675,"3 yemek kaşığı biontech , 2 çay kaşığı #Sinovac, aldığı kadar turkovac.",8,0,2021-07-09 20:04:21
676,"Adamlar kablosuz bağlantıyı taktılar buda USB girişi aux çok yakında göreceksiniz ;)))

Pfizer ve BioNTech, Delta varyantına etkiyi hedefleyen bir koronavirüs aşısı versiyonunu geliştirdiklerini duyurdu.",0,0,2021-07-09 20:03:52
677,"Kızlarımın annesi (Biontech) ikisini de oldu,hiç bir yan etki yaşamadı!❤🇹🇷❤ https://t.co/BlYloZ2Mhb",5,1,2021-07-09 20:03:07
678,"Biontech aşısı olduğum için az önce,  'Almanca konuşabiliyor musun? ' diye soruldu. Bunu sormasaydılar kendimi çok yalnız hissederdim.. :))",4,0,2021-07-09 20:02:51
679,"Vücuttaki biontech antikorları sinovac antikorları ile karşılaşıyor

#Sinovac https://t.co/7kVZXBoX2F",4,0,2021-07-09 20:02:05
680,"Pfizer / BioNTech, Delta varyantına etkiyi hedefleyen bir koronavirüs aşısı versiyonunu geliştirdiklerini duyurdu.😂😂😂😂😂",2,0,2021-07-09 20:01:40
681,"@Gzdsntrk Aynen. Sanal aleme değil, bilim alemine bak:) burası oyun alanı gibi.kaosçu ve yalancının itibarı daha çok.
Ayın 30 unda 2. Biontech imi olucam. Aşı karşıtı genç gruplar viruslenip hastanelik olucak bu yıl.hepsi kardeşimiz.umarım olmazlar.",0,0,2021-07-09 20:01:29
682,2.doz biontech aşımı oldum.  Sağlık çalışanlarımız iyi ki varlar.,1,0,2021-07-09 20:01:11
683,"Hani #Sinovac #BioNTech artık aşıların adı neyse.. Hani olmayanlara baskı yoktu 🤔
Tek aşı yeterli dediler, ikiye çıkardılar, #Sinovac övdüler işe yaramaz dediler, ek #BioNTech olacaksın dediler..
Geçmiş yaşamda ne olduysa artık Laneti gelsin ki böyle zamana bunlara denk geldik!",7,0,2021-07-09 20:00:58
684,"Pfizer/BioNTech, ABD ve Avrupa'da üçüncü doz 'hatırlatıcı' aşı için izin başvurusunda bulunacağını açıkladı. Ancak ABD ve Avrupa'daki yetkili makamlar, üçüncü doza gerek olmadığı görüşünde.",0,0,2021-07-09 20:00:53
685,İkinci doz biontech 👍 Umarım ilkinden daha az yamultur 😃,0,0,2021-07-09 20:00:51
686,"Yarın 2.doz #Biontech randevusu alınmıştır, 20 senedir nezle bile olmayan ben aşı oluyorsam, siz hayli hayli olmalısınız, aşı karşıtlarına boş verin, aşınızı olun 💪",0,0,2021-07-09 20:00:38
687,@Abuzellak31 biontech etkilerini gösteriyor :) @ilayda356_,0,0,2021-07-09 20:00:38
688,Silikon a son 3 doz biontech sorunu kökünden çözer 😂😂 https://t.co/1m412lnVtx,0,0,2021-07-09 20:00:20
689,@ABLACIM Bide abla duydunmu veya çevrende hıc oldumu İnşaAllah olmamıstır.. Ben duydugum ve cevremde sapa sağlam olup bıontech aşısı olduktan somra kalp krızı gecırıp ölenler oldu..,1,0,2021-07-09 20:00:17
690,"Pfizer/BioNTech, ABD ve Avrupa'da üçüncü doz 'hatırlatıcı' aşı için izin başvurusunda bulunacağını açıkladı. Ancak ABD ve Avrupa'daki yetkili makamlar, üçüncü doza gerek olmadığı görüşünde.
https://t.co/X3tCeX06A6",71,14,2021-07-09 20:00:17
691,Kızlarrr biontech aşılarında before/afterlarınızı bekliyorumm https://t.co/T84qgUyO65,1,0,2021-07-09 20:00:01
692,@Gkuzhan1 @layicakyol14 @drfahrettinkoca Biontech'in Kasım 2020 Sinovac'ın ise bu hafta faz3 bitti yalnız?,0,0,2021-07-09 19:59:39
693,"Pfizer ve BioNTech şirketleri üçüncü doz izni için başvuru yapılacağını duyurdu. ABD'nin ilaç düzenleyici kurumu FDA ile Hastalık Kontrol ve Önleme Merkezi, ""Takviye doza gerek yok"" dedi.

Esnaflık yapan aşı şirketlerinin bu karara şaşırdığı iddia edildi.",17,12,2021-07-09 19:59:32
694,Biontech daha hızlı öldürüyomuş o yüzdendir. Çok fesatsiniz yetkililer sizi düşünüyor acısız ani bi ölüm olsun diye çabalıyor siz eleştiriyorsunuz cok Ayip #Sinovac,3,0,2021-07-09 19:59:28
695,"Her şey pazarlıktan mı ibaret yoksa, bakan 7 ay önce ""geleneksel aşı en güvenilir olan, diğerinin orta ve uzun vade etkilerini bilmiyoruz""  derken şimdi neden biontech'e yönlendiriliyor insanlar??!

Anlamıyorum gercekten sormayalım mı bu soruları, hiç mi sorgulamayalım?! https://t.co/7qt1Fo6pT7",2,0,2021-07-09 19:59:11
696,"Hani bu Biontech bütün varyantlara karşı etkiliydi?
Ne oldu o iş...",0,0,2021-07-09 19:58:46
697,"BioNTech Aşısı Olan Norveçli Kadınlardan İlginç İddia

https://t.co/JDlCHklv9f https://t.co/XIYHczENTL",1,5,2021-07-09 19:58:45
698,"Pfizer BioNTech 3. Doz izni istedi sanırım, sebep?¿ Yeni keşfettiği 💉 deneyi, 4-8 derecede saklanan vırt zırt. Buna da dediler ki ulan mal, madem vardı bu neden Aralık 2020'de sunmadın da imdi yeni deneyler istiyorsun 3. Doz deyü... Zaten halk patlamak üzere, sikerler dedi FDA..",1,0,2021-07-09 19:58:44
699,"@ilkeryaziyor Sevgili @ilkeryaziyor kardeşim..
Dün sabah biontech 2. Doz aşımı oldum ve bu sabahtan beri aşırı halsizlik/eklem ve sırt ağrısı bir de soğuk terleme mevcut..
Günde yüzlerce merdiven inip çıkan ben biraz önce 50 tane merdiveni inip çıkamadım..",1,0,2021-07-09 19:58:41
700,"@ErdemAktan Vallahi ben 2 doz biontech oldum 🙃 ne olacaksa olsun,yildim gari bu haberlerden.",0,0,2021-07-09 19:58:33
701,Detaylar için https://t.co/HKZemzlxTm,55,1,2021-07-09 19:58:31
702,"Norveç’te BioNTech aşısı olan bir grup kadın, göğüslerinin büyümeye başladığını bildirdi. Uzmanlar, konuyla ilgili yaptığı açıklamada aşıdan sonra bu durumun normal olduğunu ve endişeye gerek olmadığını belirtti.",780,16,2021-07-09 19:58:31
703,@yusuffuA1905 @Fatih0242 @KoronaReport Sen ne anlatıyosun kardeşim eylülde çıkacak varyanttan seni biontech mi koruyacak ahahh,0,0,2021-07-09 19:58:19
704,"@KoronaReport Hadi canımmm

E hani sizin bu mucizevi biontech aşınız 2 dozda delta varyantına karşı müthiş koruyucuydu? yeni bir aşıya,doza ne diye ihtiyac duydunuz AŞI TACİRLERİ???",0,0,2021-07-09 19:58:13
705,"Biji denilen #Terörist olarak anılıyordu. 
Şimdi konumuza dönersek, sayin erdoğan ne oluyor ?
@dbdevletbahceli  beyefendi ona göre tavır alalım #Diyarbakir 
#Biontech",2,1,2021-07-09 19:57:50
706,@ssozen42 @aysunkuuur Biontech mi olacak? Öncekiler sinovac mıydı?,1,0,2021-07-09 19:57:38
